formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C26H29NO4	[M + H]+	C26H30NO4+	Alkaloids	0,982	Tyrosine alkaloids	0,979	Isoquinoline alkaloids	0,811	Organoheterocyclic compounds	0,947	Isoquinolines and derivatives	0,553	Naphthylisoquinolines	0,510			Naphthylisoquinolines	0,510	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Quinolines and derivatives; Benzoquinolines; Naphthylisoquinolines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Isoquinolines and derivatives; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	420,217	114	588665174369152524	588664257724978619	6
1	C15H8N4	[M + H3N + H]+	C15H12N5+	Alkaloids	0,998	Tryptophan alkaloids	0,975	Carboline alkaloids	0,972	Organoheterocyclic compounds	0,985	Indoles and derivatives	0,774	Pyridoindoles	0,523			Pyridoindoles	0,523	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Pyridoindoles; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	262,109	115	588665154769169542	588664257959859648	7
1	C64H78N10O10	[M + H]+	C64H79N10O10+	Amino acids and Peptides	0,992	Oligopeptides	0,998	Cyclic peptides	0,877	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,996	Peptides	0,891	Oligopeptides	0,757	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Cyclic peptides; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	1147,596	178	588666364356124383	588664258131826117	8
1	C30H52N2O5	[M - H2O + H]+	C30H51N2O4+	Polyketides	0,441	Linear polyketides	0,675	Open-chain polyketides	0,700	Lipids and lipid-like molecules	0,726	Fatty Acyls	0,459	Fatty amides	0,440	N-acyl amines	0,504	N-acyl amines	0,504	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	503,384	110	588665201439190819	588664258475759055	9
1	C21H34	[M + H3N + H]+	C21H38N+	Terpenoids	0,993	Diterpenoids	0,807	Kaurane and Phyllocladane diterpenoids	0,070	Lipids and lipid-like molecules	0,954	Prenol lipids	0,887	Diterpenoids	0,641			Diterpenoids	0,641	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Diterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	304,300	179	588666349277601322	588664258630948308	10
1	C21H24O7	[M - H2O + H]+	C21H23O6+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Dibenzylbutyrolactone lignans	0,997	Lignans, neolignans and related compounds	0,995	Furanoid lignans	0,993	Tetrahydrofuran lignans	0,974	9,9'-epoxylignans	0,994	Dibenzylbutyrolactone lignans	0,994	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Acetals; Carbonyl compounds; Oxolanes; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; 9,9'-epoxylignans; Furanoid lignans; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	371,149	175	588666281556368078	588664258790331865	2
1	C15H20N2O4S2	[M + H]+	C15H21N2O4S2+	Amino acids and Peptides	0,980	Linear polyketides	0,483	Melithiazole and Myxothiazole derivatives	0,553	Organoheterocyclic compounds	0,951	Azoles	0,649	Thiazoles	0,704			Thiazoles	0,704	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	357,094	133	588665952454494128	588664258932938206	11
1	C8H10N4O2	[M + H]+	C8H11N4O2+	Alkaloids	0,999	Pseudoalkaloids (transamidation)	1,000	Purine alkaloids	1,000	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,999	Purines and purine derivatives	0,999	Xanthines	0,999	Xanthines	0,999	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	195,088	72	588665061026471922	588664259222345192	12
1	C22H26N4	[M + H]+	C22H27N4+	Alkaloids	0,998	Tryptophan alkaloids	0,963	Corynanthe type	0,523	Organoheterocyclic compounds	0,999	Diazanaphthalenes	0,384	Naphthyridines	0,507			Naphthyridines	0,507	Organic compounds; Organoheterocyclic compounds; Piperidines; Indoles and derivatives; Organonitrogen compounds; Naphthyridines; Benzenoids; Amines; Secondary amines; Tertiary amines; Secondary alkylarylamines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	347,223	52	588665133562767750	588664259348174317	13
1	C23H30N2O6	[M + H]+	C23H31N2O6+	Alkaloids	0,936	Lysine alkaloids	0,082	Indole diketopiperazine alkaloids (L-Trp, L-Pro)	0,082	Organoheterocyclic compounds	0,999	Piperidines	0,982	N-acylpiperidines	0,719			N-acylpiperidines	0,719	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Lactams; Delta lactams; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; N-acylpiperidines; Carboxylic acid amides; Carboxylic acid derivatives; Piperidinones; Tertiary carboxylic acid amides; Carbonyl compounds; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	431,217	81	588665218086383585	588664259511752178	14
1	C24H32N2O5	[M + H]+	C24H33N2O5+	Alkaloids	0,916	Peptide alkaloids	0,059	Indole diketopiperazine alkaloids (L-Trp, L-Pro)	0,048	Organic acids and derivatives	0,947	Carboxylic acids and derivatives	0,960	Amino acids, peptides, and analogues	0,822	Amino acids and derivatives	0,823	Amino acids and derivatives	0,823	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	429,238	96	588665179511369290	588664259675330039	15
1	C14H9NO2	[M + H]+	C14H10NO2+	Polyketides	0,958	Polycyclic aromatic polyketides	0,971	Anthraquinones and anthrones	0,982	Benzenoids	0,987	Anthracenes	0,795	Anthraquinones	0,571			Anthraquinones	0,571	Organic compounds; Organoheterocyclic compounds; Anthracenes; Pyridines and derivatives; Ketones; Anthraquinones; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224,071	139	588666235775538698	588664259847296508	16
1	C18H33O3	[M + H3N + H]+	C18H37NO3+	Terpenoids	0,942	Diterpenoids	0,641	Grayanotoxane diterpenoids	0,042	Lipids and lipid-like molecules	0,825	Prenol lipids	0,650					Prenol lipids	0,650	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	315,279	94	588665116286428962	588664260019262977	17
1	C21H42NO3	[M + H]+	C21H43NO3+	Alkaloids	0,413	Pseudoalkaloids (transamidation)	0,327	Open-chain polyketides	0,306	Lipids and lipid-like molecules	0,733							Lipids and lipid-like molecules	0,733	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	357,326	84	588665137610271269	588664260187035142	18
1	C19H38NO3	[M + H]+	C19H39NO3+	Alkaloids	0,302	Pseudoalkaloids (transamidation)	0,199	Open-chain polyketides	0,402	Lipids and lipid-like molecules	0,608							Lipids and lipid-like molecules	0,608	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	329,296	77	588665156555943142	588664260363195915	19
1	C11H15NO4	[M - H2O + H]+	C11H14NO3+	Alkaloids	0,711	Tyrosine alkaloids	0,919	Phenylethylamines	0,948	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,991	Amino acids, peptides, and analogues	0,582	Amino acids and derivatives	0,583	Amino acids and derivatives	0,583	Organic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	208,097	89	588665131201374470	588664260560328208	20
1	C15H10O6	[M + H]+	C15H11O6+	Shikimates and Phenylpropanoids	0,999	Flavonoids	0,992	Flavonols	0,929	Phenylpropanoids and polyketides	0,986	Flavonoids	0,970	Flavones	0,929	Flavonols	0,888	Flavonols	0,888	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Catechols; Chromones; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Flavones; Benzene and substituted derivatives; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	287,055	85	588665212830920604	588664260711323157	21
1	C33H42N6O6	[M + H]+	C33H43N6O6+	Amino acids and Peptides	0,999	Oligopeptides	0,995	Cyclic peptides	0,963	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,991	Peptides	0,908	Oligopeptides	0,754	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	619,324	146	588666192293187787	588664260858123802	22
1	C23H23N3O3	[M + H]+	C23H24N3O3+	Amino acids and Peptides	0,547	Tryptophan alkaloids	0,271	Carboline alkaloids	0,130	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,989	Amino acids, peptides, and analogues	0,772	Amino acids and derivatives	0,766	N-acyl-alpha amino acids and derivatives	0,582	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzene and substituted derivatives; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390,181	117	588665307135653040	588664260996535839	23
1	C11H14N2O	[M + H]+	C11H15N2O+	Alkaloids	1,000	Nicotinic acid alkaloids	0,998	Pyridine alkaloids	0,998	Alkaloids and derivatives	0,945	Lupin alkaloids	0,950	Cytisine and derivatives	0,983			Cytisine and derivatives	0,983	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Lactams; Piperidines; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Pyridinones; Hydropyridines; Dialkylamines; Amines; Secondary amines; Lupin alkaloids; Cytisine and derivatives; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191,118	24	588665108229170699	588664261126559268	24
1	C16H12O4	[M + H]+	C16H13O4+	Polyketides	0,960	Polycyclic aromatic polyketides	0,959	Anthraquinones and anthrones	0,980	Benzenoids	1,000	Anthracenes	0,941	Anthraquinones	0,927			Anthraquinones	0,927	Organic compounds; Anthracenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Anthraquinones; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	269,081	165	588666352146505321	588664261256582697	25
1	C13H20O4	[M - H2O + H]+	C13H19O3+	Terpenoids	0,810	Apocarotenoids	0,246	Miscellaneous meroterpenoids	0,338	Lipids and lipid-like molecules	0,757	Fatty Acyls	0,565	Fatty acids and conjugates	0,513	Branched fatty acids	0,556	Branched fatty acids	0,556	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223,133	101	588665236411298157	588664261390800430	26
