formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C7H7NO2	[M + H]+	C7H8NO2+	Alkaloids	0,810	Nicotinic acid alkaloids	0,968	Pyridine alkaloids	0,968	Organoheterocyclic compounds	0,777	Pyridines and derivatives	0,873	Pyridinecarboxylic acids and derivatives	0,665	Pyridinecarboxylic acids	0,667	Pyridinecarboxylic acids	0,667	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	138,055	24	622706076042235968	622705970853283220	622705970853283220
1	C11H14O3	[M + H]+	C11H15O3+	Shikimates and Phenylpropanoids	0,810	Phenylpropanoids (C6-C3)	0,964	Cinnamic acids and derivatives	0,728	Benzenoids	1,000	Benzene and substituted derivatives	0,985	Methoxybenzenes	0,983	Dimethoxybenzenes	0,722	Dimethoxybenzenes	0,722	Organic compounds; Styrenes; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	195,101	195	622706761316026417	622705970937169308	622705970937169308
1	C24H27NO3	[M + H]+	C24H28NO3+	Alkaloids	0,999	Tyrosine alkaloids	0,995	Isoquinoline alkaloids	0,873	Organoheterocyclic compounds	0,920	Isoquinolines and derivatives	0,243	Naphthylisoquinolines	0,857			Naphthylisoquinolines	0,857	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Naphthylisoquinolines; Dialkylamines; Phenol ethers; Naphthols and derivatives; Benzenoids; Amines; Secondary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	378,206	131	622706687718568809	622705971025249698	622705971025249698
8	C22H30N6O5	[M + Na]+	C22H30N6NaO5+	Amino acids and Peptides	0,736	Oligopeptides	0,387	Antimycins	0,206	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,821	Amino acids and derivatives	0,812	Alpha amino acid esters	0,515	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Azoles; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Salicylamides; Vinylogous acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	481,218	275	622706827003030543	622705971104941481	622705971104941481
2	C20H38N8O7	[M + Na]+	C20H38N8NaO7+	Carbohydrates	0,450	Aminosugars and aminoglycosides	0,326	Aminoglycosides	0,381	Organoheterocyclic compounds	0,703	Heteroaromatic compounds	0,503					Heteroaromatic compounds	0,503	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Amines; Primary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	525,278	1212	622706965800940621	622705971209799093	622705971209799093
5	C36H48N6O5	[M + H]+	C36H49N6O5+	Alkaloids	0,996	Tryptophan alkaloids	0,973	Aspidosperma type	0,648	Organic acids and derivatives	0,992	Carboxylic acids and derivatives	0,991	Amino acids, peptides, and analogues	0,970	Amino acids and derivatives	0,969	Alpha amino acids and derivatives	0,711	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Piperidines; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Indoles; Methyl esters; N-alkylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	645,378	1491	622707020503054549	622705971364988347	622705971364988347
6	C34H56O9	[M + K]+	C34H56KO9+	Polyketides	0,970	Macrolides	0,761	Polyether ionophores	0,297	Phenylpropanoids and polyketides	0,507	Macrolides and analogues	0,602					Macrolides and analogues	0,602	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	647,357	810	622707052497205798	622705971453068739	622705971453068739
3	C42H56N4O4	[M + Na]+	C42H56N4NaO4+	Alkaloids	1,000	Tryptophan alkaloids	1,000	Aspidosperma type	0,993	Alkaloids and derivatives	0,976	Aspidofractine alkaloids	0,859					Aspidofractine alkaloids	0,859	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Azaspirodecane derivatives; Piperidines; Carbazoles; Indoles and derivatives; Pyrrolidines; Indolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Secondary amines; Tertiary amines; Tertiary alkylarylamines; Secondary alkylarylamines; Aspidospermatan-type alkaloids; Methyl esters; N-alkylpyrrolidines; Aspidofractine alkaloids; Quinolidines; Aralkylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	703,423	760	622706920275964519	622705971520177611	622705971520177611
5	C45H56N4O5	[M + H]+	C45H57N4O5+	Alkaloids	0,960	Tryptophan alkaloids	0,833	Aspidosperma type	0,568	Organic acids and derivatives	0,932	Carboxylic acids and derivatives	0,906	Amino acids, peptides, and analogues	0,840	Amino acids and derivatives	0,835	Amino acids and derivatives	0,835	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Alkanolamines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	733,432	1338	622706981026264258	622705971604063701	622705971604063701
1	C18H16O7	[M + H]+	C18H17O7+	Polyketides	0,984	Aromatic polyketides	0,794	Depsides and depsidones	0,745	Benzenoids	0,992	Benzene and substituted derivatives	0,714	Acetophenones	0,772			Acetophenones	0,772	Organic compounds; Organoheterocyclic compounds; Ketones; Acetophenones; Phenols; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	345,096	262	622706849996205738	622705971675366876	622705971675366876
1	C13H18O2	[M + H]+	C13H19O2+	Terpenoids	0,982	Apocarotenoids	0,544	Apocarotenoids(ε-)	0,712	Lipids and lipid-like molecules	0,482	Prenol lipids	0,577					Prenol lipids	0,577	Organic compounds; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	207,138	89	622706238340832821	622705971813778916	622705971813778916
1	C21H37N	[M + H]+	C21H38N+	Terpenoids	0,680	Diterpenoids	0,653	Cycloamphilectane diterpenoids	0,194	Lipids and lipid-like molecules	0,876	Prenol lipids	0,725					Prenol lipids	0,725	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	304,300	179	622706828617837664	622705971901859309	622705971901859309
1	C23H39NO	[M + H]+	C23H40NO+	Alkaloids	0,930	Pseudoalkaloids (transamidation)	0,963	Steroidal alkaloids	0,951	Lipids and lipid-like molecules	0,727	Steroids and steroid derivatives	0,895	Steroidal alkaloids	0,739			Steroidal alkaloids	0,739	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Dialkylamines; Azasteroids and derivatives; Amines; Secondary amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346,310	134	622706737119085864	622705971998328309	622705971998328309
1	C22H35NO	[M + H]+	C22H36NO+	Alkaloids	0,993	Pseudoalkaloids (transamidation)	0,996	Steroidal alkaloids	0,984	Lipids and lipid-like molecules	0,815	Steroids and steroid derivatives	0,876	Steroidal alkaloids	0,794			Steroidal alkaloids	0,794	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Dialkylamines; Trialkylamines; Azasteroids and derivatives; Amines; Secondary amines; Steroidal alkaloids; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330,279	134	622706674095469255	622705972107380220	622705972107380220
1	C15H24N2O2	[M + H]+	C15H25N2O2+	Alkaloids	1,000	Lysine alkaloids	1,000	Quinolizidine alkaloids	1,000	Alkaloids and derivatives	0,883	Lupin alkaloids	0,969	Sparteine, lupanine, and related alkaloids	0,886			Sparteine, lupanine, and related alkaloids	0,886	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Lactams; Delta lactams; Piperidines; Quinolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Quinolizidinones; Piperidinones; Secondary alcohols; Tertiary carboxylic acid amides; Sparteine, lupanine, and related alkaloids; Carbonyl compounds; Naphthyridines; Trialkylamines; Amines; Tertiary amines; Lupin alkaloids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265,191	44	622706086813209163	622705972233209348	622705972233209348
1	C12H19N3O	[M + H]+	C12H20N3O+	Alkaloids	0,977	Pseudoalkaloids (transamidation)	0,229	Pyridine alkaloids	0,080	Organoheterocyclic compounds	0,947	Heteroaromatic compounds	0,848					Heteroaromatic compounds	0,848	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	222,160	92	622706282662045350	622705972367427082	622705972367427082
1	C15H15N3O	[M + H]+	C15H16N3O+	Alkaloids	0,967	Tryptophan alkaloids	0,524	Carboline alkaloids	0,294	Benzenoids	0,970							Benzenoids	0,970	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	254,129	76	622706104337012140	622705972514227738	622705972514227738
2	C24H31NO4	[M + Na]+	C24H31NNaO4+	Alkaloids	0,998	Tyrosine alkaloids	0,998	Isoquinoline alkaloids	0,926	Alkaloids and derivatives	0,618	Aporphines	0,607					Aporphines	0,607	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Aporphines; Phenol ethers; Benzenoids; Amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	420,217	114	622706341441022794	622705972690388516	622705972690388516
1	C15H11N5	[M + H]+	C15H12N5+	Alkaloids	0,999	Tryptophan alkaloids	0,968	Carboline alkaloids	0,932	Organoheterocyclic compounds	0,997	Indoles and derivatives	0,820	Indoles	0,845			Indoles	0,845	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Benzenoids; Amines; Primary amines; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	262,109	115	622706349817048031	622705972795246123	622705972795246123
1	C10H12O4	[M + H]+	C10H13O4+	Shikimates and Phenylpropanoids	0,836	Phenolic acids (C6-C1)	0,777	Simple phenolic acids	0,538	Benzenoids	1,000	Phenol ethers	0,999	Anisoles	0,998			Anisoles	0,998	Organic compounds; Aldehydes; Alkyl aryl ethers; Anisoles; Ethers; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	197,081	121	622706262911066864	622705972925269556	622705972925269556
2	C28H52N2O4	[M + Na]+	C28H52N2NaO4+	Polyketides	0,485	Linear polyketides	0,851	Open-chain polyketides	0,832	Organic acids and derivatives	0,988	Carboxylic acids and derivatives	0,961	Amino acids, peptides, and analogues	0,531	Amino acids and derivatives	0,523	Amino acids and derivatives	0,523	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	503,384	110	622706256393118055	622705973021738557	622705973021738557
2	C21H22O6	[M + H]+	C21H23O6+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Dibenzylbutyrolactone lignans	0,995	Lignans, neolignans and related compounds	0,990	Furanoid lignans	0,990	Tetrahydrofuran lignans	0,959	9,9'-epoxylignans	0,990	Dibenzylbutyrolactone lignans	0,991	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; 9,9'-epoxylignans; Furanoid lignans; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	371,149	175	622706839741132249	622705973118207555	622705973118207555
