formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
5	C17H12NO4	[M + Na]+	C17H12NNaO4+	121,968	121,968	0,000	44	0,920	-1,497	1,542	-0,644		317,066	138	622706851741036280	622705976884692909	622705976884692909
6	C14H10N3O6	[M + H]+	C14H11N3O6+	119,799	119,799	0,000	45	0,925	5,472	5,472	4,456		317,066	138	622706851741036281	622705976884692909	622705976884692909
7	C15H10N4O3	[M + Na]+	C15H10N4NaO3+	115,553	115,553	0,000	45	0,938	-0,271	2,400	3,591		317,066	138	622706851741036282	622705976884692909	622705976884692909
8	C11H18O8	[M + K]+	C11H18KO8+	108,565	108,565	0,000	29	0,794	7,548	7,548	7,329		317,066	138	622706851741036283	622705976884692909	622705976884692909
9	C11H14N3O6S	[M + H]+	C11H15N3O6S+	107,436	107,436	0,000	43	0,928	-9,795	9,795	-6,176		317,066	138	622706851741036284	622705976884692909	622705976884692909
10	C10H19N2O5P	[M + K]+	C10H19KN2O5P+	99,416	99,416	0,000	42	0,901	-2,866	2,866	-2,104		317,066	138	622706851741036285	622705976884692909	622705976884692909
1	C15H10O6	[M + H]+	C15H11O6+	136,431	136,431	0,000	44	0,897	-2,281	3,064	-0,041		287,055	138	622706787677234909	622705976951801783	622705976951801783
2	C13H12O6	[M + Na]+	C13H12NaO6+	127,699	127,699	0,000	41	0,874	-2,247	3,048	8,340		287,055	138	622706787677234910	622705976951801783	622705976951801783
3	C13H8N3O5	[M + H]+	C13H9N3O5+	115,446	115,446	0,000	43	0,894	-2,217	3,106	4,637		287,055	138	622706787677234911	622705976951801783	622705976951801783
4	C13H14NO4	[M + K]+	C13H14KNO4+	113,678	113,678	0,000	41	0,879	-2,464	2,932	-1,527		287,055	138	622706787677234912	622705976951801783	622705976951801783
5	C16H10NO3	[M + Na]+	C16H10NNaO3+	110,140	110,140	0,000	42	0,883	-2,541	3,469	-0,997		287,055	138	622706787677234913	622705976951801783	622705976951801783
6	C11H12N4O3	[M + K]+	C11H12KN4O3+	101,801	101,801	0,000	39	0,868	-1,921	3,555	3,151		287,055	138	622706787677234914	622705976951801783	622705976951801783
7	C10H16O7	[M + K]+	C10H16KO7+	99,098	99,098	0,000	39	0,866	0,476	4,291	7,810		287,055	138	622706787677234915	622705976951801783	622705976951801783
8	C14H8N4O2	[M + Na]+	C14H8N4NaO2+	97,189	97,189	0,000	40	0,876	-2,228	3,538	3,681		287,055	138	622706787677234916	622705976951801783	622705976951801783
9	C11H10N3O5	[M + Na]+	C11H10N3NaO5+	91,555	91,555	0,000	38	0,857	5,810	5,849	13,017		287,055	138	622706787677234917	622705976951801783	622705976951801783
10	C11H14N2O3S2	[M + H]+	C11H15N2O3S2+	74,708	74,708	0,000	37	0,641	-2,273	3,848	10,946		287,055	138	622706787677234918	622705976951801783	622705976951801783
1	C15H24N2O	[M + H]+	C15H25N2O+	163,338	163,338	0,000	42	0,862	0,282	1,093	-0,255		249,196	54	622706068450545142	622705977048270784	622705977048270784
2	C11H27N3OP	[M + H]+	C11H28N3OP+	81,216	81,216	0,000	40	0,848	-0,117	1,101	-1,502		249,196	54	622706068450545143	622705977048270784	622705977048270784
3	C13H22N5	[M + H]+	C13H23N5+	78,067	78,067	0,000	37	0,810	0,891	1,567	5,133		249,196	54	622706068450545144	622705977048270784	622705977048270784
4	C10H26N5S	[M + H]+	C10H27N5S+	64,941	64,941	0,000	32	0,797	0,710	1,511	-8,395		249,196	54	622706068450545145	622705977048270784	622705977048270784
5	C9H25N6P	[M + H]+	C9H26N6P+	38,156	38,156	0,000	31	0,775	0,723	2,148	3,886		249,196	54	622706068450545146	622705977048270784	622705977048270784
6	C13H29O2P	[M + H]+	C13H30O2P+	14,142	14,142	0,000	8	0,100	-1,195	1,195	-6,890		249,196	54	622706068450545147	622705977048270784	622705977048270784
7	C15H30	[M + K]+	C15H30K+	4,992	4,992	0,000	1	0,006	-5,455	5,455	-7,355		249,196	54	622706068450545148	622705977048270784	622705977048270784
1	C25H31N3O2	[M + H]+	C25H32N3O2+	51,658	51,658	0,000	14	0,824	-0,651	1,013	-2,215		406,248	151	622706795096959175	622705977144739783	622705977144739783
2	C20H31N5O4	[M + H]+	C20H32N5O4+	49,243	49,243	0,000	16	0,887	-0,099	1,444	7,687		406,248	151	622706795096959176	622705977144739783	622705977144739783
3	C20H37N3O3	[M + K]+	C20H37KN3O3+	48,825	48,825	0,000	14	0,824	-0,114	1,379	3,332		406,248	151	622706795096959177	622705977144739783	622705977144739783
4	C17H35N5O4S	[M + H]+	C17H36N5O4S+	48,241	48,241	0,000	16	0,887	-0,114	1,307	-0,611		406,248	151	622706795096959178	622705977144739783	622705977144739783
5	C23H33N3O2	[M + Na]+	C23H33N3NaO2+	47,460	47,460	0,000	14	0,824	-0,114	1,379	3,707		406,248	151	622706795096959179	622705977144739783	622705977144739783
6	C18H36N3O5P	[M + H]+	C18H37N3O5P+	30,962	30,962	0,000	17	0,890	-0,106	1,504	3,617		406,248	151	622706795096959180	622705977144739783	622705977144739783
7	C20H37N3O2S	[M + Na]+	C20H37N3NaO2S+	29,038	29,038	0,000	16	0,891	-1,013	1,379	-4,592		406,248	151	622706795096959181	622705977144739783	622705977144739783
8	C19H32N7OP	[M + H]+	C19H33N7OP+	28,439	28,439	0,000	17	0,886	0,332	1,411	0,325		406,248	151	622706795096959182	622705977144739783	622705977144739783
9	C16H40N4O3P	[M + K]+	C16H40KN4O3P+	27,908	27,908	0,000	19	0,908	-0,146	1,504	2,567		406,248	151	622706795096959183	622705977144739783	622705977144739783
1	C16H23NO6	[M + H]+	C16H24NO6+	108,256	108,256	0,000	34	0,851	2,707	2,819	-1,720		326,159	62	622706096367834025	622705977241208781	622705977241208781
2	C14H25NO6	[M + Na]+	C14H25NNaO6+	99,636	99,636	0,000	40	0,897	2,710	4,425	5,656		326,159	62	622706096367834026	622705977241208781	622705977241208781
3	C14H21N4O5	[M + H]+	C14H22N4O5+	99,509	99,509	0,000	37	0,893	4,054	4,299	2,397		326,159	62	622706096372028331	622705977241208781	622705977241208781
4	C12H19N7O4	[M + H]+	C12H20N7O4+	98,992	98,992	0,000	37	0,895	6,949	6,949	6,513		326,159	62	622706096372028332	622705977241208781	622705977241208781
5	C14H27N2O4	[M + K]+	C14H27KN2O4+	94,509	94,509	0,000	36	0,886	1,627	3,206	-3,028		326,159	62	622706096372028333	622705977241208781	622705977241208781
6	C12H25N5O3	[M + K]+	C12H25KN5O3+	92,836	92,836	0,000	36	0,886	4,132	4,132	1,089		326,159	62	622706096372028334	622705977241208781	622705977241208781
7	C17H23N2O3	[M + Na]+	C17H23N2NaO3+	91,371	91,371	0,000	34	0,851	2,265	2,819	-2,561		326,159	62	622706096372028335	622705977241208781	622705977241208781
8	C15H21N5O2	[M + Na]+	C15H21N5NaO2+	86,696	86,696	0,000	35	0,842	3,960	3,960	1,555		326,159	62	622706096372028336	622705977241208781	622705977241208781
9	C19H21N2O3	[M + H]+	C19H22N2O3+	79,369	79,369	0,000	32	0,840	0,748	2,873	-9,937		326,159	62	622706096372028337	622705977241208781	622705977241208781
10	C17H19N5O2	[M + H]+	C17H20N5O2+	77,725	77,725	0,000	34	0,866	3,104	4,425	-5,820		326,159	62	622706096372028338	622705977241208781	622705977241208781
1	C21H20O12	[M + H]+	C21H21O12+	122,080	122,080	0,000	40	0,839	0,413	2,953	-0,087		465,103	90	622706167910078893	622705977408980949	622705977408980949
2	C19H22O12	[M + Na]+	C19H22NaO12+	118,461	118,461	0,000	40	0,839	0,413	2,953	5,085		465,103	90	622706167910078894	622705977408980949	622705977408980949
3	C20H18N4O8	[M + Na]+	C20H18N4NaO8+	118,441	118,441	0,000	46	0,934	0,617	2,953	2,210		465,103	90	622706167910078895	622705977408980949	622705977408980949
4	C22H16N4O8	[M + H]+	C22H17N4O8+	117,472	117,472	0,000	42	0,885	-0,148	2,566	-2,963		465,103	90	622706167910078896	622705977408980949	622705977408980949
5	C17H22N4O8S	[M + Na]+	C17H22N4NaO8S+	114,608	114,608	0,000	46	0,934	0,617	2,953	-5,038		465,103	90	622706167910078897	622705977408980949	622705977408980949
6	C16H26O13	[M + K]+	C16H26KO13+	113,523	113,523	0,000	40	0,839	0,413	2,953	4,758		465,103	90	622706167910078898	622705977408980949	622705977408980949
7	C17H22N4O9	[M + K]+	C17H22KN4O9+	112,769	112,769	0,000	44	0,910	1,399	3,184	1,883		465,103	90	622706167910078899	622705977408980949	622705977408980949
8	C15H21N4O11P	[M + H]+	C15H22N4O11P+	112,568	112,568	0,000	40	0,839	0,413	2,953	2,132		465,103	90	622706167910078900	622705977408980949	622705977408980949
9	C15H27N2O10P	[M + K]+	C15H27KN2O10P+	111,436	111,436	0,000	43	0,903	0,221	3,155	-1,672		465,103	90	622706167910078901	622705977408980949	622705977408980949
10	C18H24O12S	[M + H]+	C18H25O12S+	110,677	110,677	0,000	40	0,839	0,413	2,953	-7,335		465,103	90	622706167910078902	622705977408980949	622705977408980949
1	C31H43N5O2	[M + H]+	C31H44N5O2+	105,784	105,784	0,000	49	0,884	-1,334	2,762	-3,143		518,347	118	622706364018961718	622705977492867036	622705977492867036
2	C30H47NO6	[M + H]+	C30H48NO6+	105,398	105,398	0,000	48	0,881	-2,165	2,333	-0,563		518,347	118	622706364018961719	622705977492867036	622705977492867036
3	C25H47N3O8	[M + H]+	C25H48N3O8+	100,216	100,216	0,000	47	0,877	-2,063	2,268	7,197		518,347	118	622706364018961720	622705977492867036	622705977492867036
4	C29H45N5O2	[M + Na]+	C29H45N5NaO2+	99,461	99,461	0,000	49	0,884	-1,334	2,762	1,498		518,347	118	622706364018961721	622705977492867036	622705977492867036
5	C24H45N7O4	[M + Na]+	C24H45N7NaO4+	96,821	96,821	0,000	47	0,877	-2,063	2,268	9,258		518,347	118	622706364018961722	622705977492867036	622705977492867036
6	C25H53NO7	[M + K]+	C25H53KNO7+	95,595	95,595	0,000	48	0,881	-2,165	2,333	3,784		518,347	118	622706364018961723	622705977492867036	622705977492867036
7	C28H49NO6	[M + Na]+	C28H49NNaO6+	94,652	94,652	0,000	48	0,881	-2,165	2,333	4,078		518,347	118	622706364018961724	622705977492867036	622705977492867036
8	C26H43N7O4	[M + H]+	C26H44N7O4+	58,841	58,841	0,000	40	0,849	-1,701	1,701	4,617		518,347	118	622706364018961725	622705977492867036	622705977492867036
9	C29H48N3O3P	[M + H]+	C29H49N3O3P+	58,460	58,460	0,000	42	0,857	-1,959	1,959	-6,333		518,347	118	622706364018961726	622705977492867036	622705977492867036
10	C23H47N7O4S	[M + H]+	C23H48N7O4S+	56,311	56,311	0,000	42	0,857	-1,959	1,959	-1,886		518,347	118	622706364018961727	622705977492867036	622705977492867036
1	C12H16N2O	[M + H]+	C12H17N2O+	94,713	94,713	0,000	29	0,755	-0,267	2,121	0,621		205,134	32	622706076247756911	622705977572558819	622705977572558819
2	C10H14N5	[M + H]+	C10H15N5+	58,058	58,058	0,000	30	0,772	2,779	4,187	7,167		205,134	32	622706076247756912	622705977572558819	622705977572558819
3	C8H19N3OP	[M + H]+	C8H20N3OP+	25,069	25,069	0,000	30	0,766	-1,936	2,531	-0,894		205,134	32	622706076247756913	622705977572558819	622705977572558819
4	C12H22	[M + K]+	C12H22K+	3,510	3,510	0,000	0	0,000	-8,935	8,935	-8,004		205,134	32	622706076247756914	622705977572558819	622705977572558819
5	C10H21O2P	[M + H]+	C10H22O2P+	-0,519	-0,519	0,000	0	0,000	-8,371	8,371	-7,439		205,134	32	622706076247756915	622705977572558819	622705977572558819
6	C6H17N6P	[M + H]+	C6H18N6P+	-2,359	-2,359	0,000	29	0,717	1,125	5,233	5,652		205,134	32	622706076247756916	622705977572558819	622705977572558819
1	C19H37NO3	[M + H]+	C19H38NO3+	100,746	100,746	0,000	36	0,809	0,542	1,391	-0,094		328,285	442	622706845214699109	622705977660639210	622705977660639210
2	C17H35N4O2	[M + H]+	C17H36N4O2+	50,921	50,921	0,000	29	0,780	4,327	4,327	3,996		328,285	442	622706845214699110	622705977660639210	622705977660639210
3	C15H33N7O	[M + H]+	C15H34N7O+	22,510	22,510	0,000	38	0,650	1,520	2,242	8,086		328,285	442	622706845214699111	622705977660639210	622705977660639210
4	C18H38N3P	[M + H]+	C18H39N3P+	5,698	5,698	0,000	25	0,179	0,956	1,896	-9,204		328,285	442	622706845214699112	622705977660639210	622705977660639210
5	C22H35N2	[M + H]+	C22H36N2+	5,566	5,566	0,000	18	0,109	0,720	1,525	-8,257		328,285	442	622706845214699113	622705977660639210	622705977660639210
6	C20H37N2	[M + Na]+	C20H37N2Na+	5,318	5,318	0,000	15	0,094	0,631	1,344	-0,929		328,285	442	622706845214699114	622705977660639210	622705977660639210
7	C7H31N14O	[M + H]+	C7H32N14O+	-4,767	-4,767	0,000	14	0,088	-0,274	2,242	-9,788		328,285	442	622706845214699115	622705977660639210	622705977660639210
8	C5H29N17	[M + H]+	C5H30N17+	-5,856	-5,856	0,000	6	0,047	11,599	11,599	-5,698		328,285	442	622706845214699116	622705977660639210	622705977660639210
1	C11H14N2	[M + H]+	C11H15N2+	67,975	67,975	0,000	19	0,852	2,049	2,630	1,747		175,123	72	622706071864708865	622705977723553777	622705977723553777
2	C7H17N3P	[M + H]+	C7H18N3P+	7,846	7,846	0,000	18	0,850	-0,391	0,963	-0,028		175,123	72	622706071864708866	622705977723553777	622705977723553777
3	C9H19OP	[M + H]+	C9H20OP+	5,129	5,129	0,000	9	0,209	2,630	3,077	-7,695		175,123	72	622706071864708867	622705977723553777	622705977723553777
1	C9H6O3	[M + H]+	C9H7O3+	29,236	29,236	0,000	3	0,837	-1,614	1,614	0,346		163,039	97	622706310369618222	622705977790662648	622705977790662648
2	C3H7N4O2P	[M + H]+	C3H8N4O2P+	17,686	17,686	0,000	5	0,957	5,790	5,790	6,675		163,039	97	622706310369618223	622705977790662648	622705977790662648
3	C7H4N3O2	[M + H]+	C7H5N3O2+	17,404	17,404	0,000	3	0,837	8,997	8,997	8,581		163,039	97	622706310369618224	622705977790662648	622705977790662648
4	C5H9NO3P	[M + H]+	C5H10NO3P+	16,523	16,523	0,000	5	0,957	-4,693	4,693	-1,560		163,039	97	622706310369618225	622705977790662648	622705977790662648
5	C7H10NO	[M + K]+	C7H10KNO+	8,268	8,268	0,000	3	0,552	-2,827	2,827	-2,270		163,039	97	622706310369618226	622705977790662648	622705977790662648
6	C2H6N6OS	[M + H]+	C2H7N6OS+	2,674	2,674	0,000	1	0,032	-5,838	5,838	-3,860		163,039	97	622706310369618227	622705977790662648	622705977790662648
7	C5H8N4	[M + K]+	C5H8KN4+	1,636	1,636	0,000	0	0,000	4,807	4,807	5,965		163,039	97	622706310369618228	622705977790662648	622705977790662648
8	C2H10N3O2S	[M + Na]+	C2H10N3NaO2S+	-0,347	-0,347	0,000	0	0,000	1,501	1,501	2,660		163,039	97	622706310369618229	622705977790662648	622705977790662648
9	C3H11NO3P	[M + Na]+	C3H11NNaO3P+	-0,729	-0,729	0,000	0	0,000	12,037	12,037	13,195		163,039	97	622706310369618230	622705977790662648	622705977790662648
10	C10H6N	[M + Na]+	C10H6NNa+	-2,781	-2,781	0,000	0	0,000	-2,495	2,495	-1,337		163,039	97	622706310369618231	622705977790662648	622705977790662648
1	C13H9NO	[M + H]+	C13H10NO+	83,138	83,138	0,000	26	0,812	0,233	1,570	0,462		196,076	159	622706854219870037	622705977870354431	622705977870354431
2	C5H13N3O3S	[M + H]+	C5H14N3O3S+	44,254	44,254	0,000	30	0,637	3,424	6,277	3,785		196,076	159	622706854219870038	622705977870354431	622705977870354431
3	C11H7N4	[M + H]+	C11H8N4+	39,159	39,159	0,000	21	0,581	0,207	1,670	7,310		196,076	159	622706854219870039	622705977870354431	622705977870354431
4	C8H15NOS	[M + Na]+	C8H15NNaOS+	37,476	37,476	0,000	28	0,633	-5,434	5,739	-4,462		196,076	159	622706854219870040	622705977870354431	622705977870354431
5	C6H13N4S	[M + Na]+	C6H13N4NaS+	13,713	13,713	0,000	17	0,349	-6,428	6,428	2,386		196,076	159	622706854219870041	622705977870354431	622705977870354431
6	C9H12N2OP	[M + H]+	C9H13N2OP+	11,102	11,102	0,000	24	0,801	-1,515	1,838	-1,123		196,076	159	622706854219870042	622705977870354431	622705977870354431
7	C5H15N3OP2	[M + H]+	C5H16N3OP2+	7,505	7,505	0,000	17	0,728	-3,425	3,425	-2,708		196,076	159	622706854219870043	622705977870354431	622705977870354431
8	C7H15O4S	[M + H]+	C7H16O4S+	5,652	5,652	0,000	13	0,298	-2,275	5,223	-3,063		196,076	159	622706854219870044	622705977870354431	622705977870354431
9	C7H10N5P	[M + H]+	C7H11N5P+	0,447	0,447	0,000	17	0,557	-1,588	2,596	5,725		196,076	159	622706854219870045	622705977870354431	622705977870354431
10	C9H18P	[M + K]+	C9H18KP+	-0,133	-0,133	0,000	6	0,229	-0,172	1,119	-10,146		196,076	159	622706854219870046	622705977870354431	622705977870354431
1	C19H27NO3S	[M + H]+	C19H28NO3S+	61,144	61,144	0,000	26	0,711	0,667	3,627	-10,144		350,175	97	622706258364441005	622705977966823443	622705977966823443
2	C16H23N5O4	[M + H]+	C16H24N5O4+	55,717	55,717	0,000	26	0,705	2,438	4,228	-21,109		350,175	97	622706258364441006	622705977966823443	622705977966823443
3	C17H25N4O2S	[M + H]+	C17H26N4O2S+	50,692	50,692	0,000	32	0,748	1,494	4,328	-6,310		350,175	97	622706258364441007	622705977966823443	622705977966823443
4	C16H27N2O5	[M + Na]+	C16H27N2NaO5+	43,275	43,275	0,000	31	0,729	4,155	4,997	-18,073		350,175	97	622706258364441008	622705977966823443	622705977966823443
5	C13H31N2O6	[M + K]+	C13H31KN2O6+	40,851	40,851	0,000	24	0,678	3,286	5,219	-18,508		350,175	97	622706258364441009	622705977966823443	622705977966823443
6	C15H29N5S	[M + K]+	C15H29KN5S+	30,599	30,599	0,000	31	0,823	0,470	3,673	-7,528		350,175	97	622706258364441010	622705977966823443	622705977966823443
7	C4H23N13O4S	[M + H]+	C4H24N13O4S+	30,248	30,248	0,000	25	0,700	0,238	3,362	-11,579		350,175	97	622706258364441011	622705977966823443	622705977966823443
8	C14H27N6O2	[M + K]+	C14H27KN6O2+	26,639	26,639	0,000	30	0,722	1,362	3,563	-22,327		350,175	97	622706258364441012	622705977966823443	622705977966823443
9	C17H31N2OS	[M + K]+	C17H31KN2OS+	26,505	26,505	0,000	27	0,722	0,528	2,301	-11,362		350,175	97	622706258364441013	622705977966823443	622705977966823443
10	C12H31N4O2S2	[M + Na]+	C12H31N4NaO2S2+	24,978	24,978	0,000	32	0,736	1,424	4,221	-9,067		350,175	97	622706258364441014	622705977966823443	622705977966823443
1	C18H16O7	[M + H]+	C18H17O7+	217,541	217,541	0,000	48	0,922	-0,358	0,469	-1,506		345,096	200	622706815326087934	622705978042320921	622705978042320921
2	C16H18O7	[M + Na]+	C16H18NaO7+	205,529	205,529	0,000	50	0,932	0,360	0,982	5,465		345,096	200	622706815326087935	622705978042320921	622705978042320921
3	C16H20NO5	[M + K]+	C16H20KNO5+	200,619	200,619	0,000	50	0,937	-1,233	1,233	-2,742		345,096	200	622706815326087936	622705978042320921	622705978042320921
4	C14H18N4O4	[M + K]+	C14H18KN4O4+	199,701	199,701	0,000	52	0,946	0,755	1,459	1,149		345,096	200	622706815326087937	622705978042320921	622705978042320921
5	C16H14N3O6	[M + H]+	C16H15N3O6+	195,820	195,820	0,000	53	0,959	0,224	0,941	2,385		345,096	200	622706815326087938	622705978042320921	622705978042320921
6	C13H22O8	[M + K]+	C13H22KO8+	194,626	194,626	0,000	48	0,922	0,904	1,430	5,024		345,096	200	622706815326087939	622705978042320921	622705978042320921
7	C19H16NO4	[M + Na]+	C19H16NNaO4+	192,310	192,310	0,000	50	0,937	-0,892	0,982	-2,301		345,096	200	622706815326087940	622705978042320921	622705978042320921
8	C17H14N4O3	[M + Na]+	C17H14N4NaO3+	183,832	183,832	0,000	54	0,966	0,096	1,618	1,590		345,096	200	622706815326087941	622705978042320921	622705978042320921
9	C13H22O7S	[M + Na]+	C13H22NaO7S+	180,435	180,435	0,000	49	0,926	-1,754	1,754	-4,303		345,096	200	622706815326087942	622705978042320921	622705978042320921
10	C13H18N3O6S	[M + H]+	C13H19N3O6S+	173,243	173,243	0,000	51	0,949	-1,784	1,784	-7,384		345,096	200	622706815326087943	622705978042320921	622705978042320921
1	C7H6O3	[M + H]+	C7H7O3+	21,896	21,896	0,000	1	0,378	-2,993	2,993	1,649		139,039	79	622706074024775606	622705978105235487	622705978105235487
2	C5H10NO	[M + K]+	C5H10KNO+	14,158	14,158	0,000	1	0,378	-6,518	6,518	-1,419		139,039	79	622706074024775607	622705978105235487	622705978105235487
3	C5H4N3O2	[M + H]+	C5H5N3O2+	14,064	14,064	0,000	1	0,378	8,101	8,101	11,306		139,039	79	622706074024775608	622705978105235487	622705978105235487
4	CH7N4O2P	[M + H]+	CH8N4O2P+	13,639	13,639	0,000	1	0,378	5,533	5,533	9,071		139,039	79	622706074024775609	622705978105235487	622705978105235487
5	H6N6OS	[M + H]+	H7N6OS+	11,530	11,530	0,000	1	0,378	-8,660	8,660	-3,283		139,039	79	622706074024775610	622705978105235487	622705978105235487
6	C3H9NO3P	[M + H]+	C3H10NO3P+	10,132	10,132	0,000	1	0,378	-5,561	5,561	-0,586		139,039	79	622706074024775611	622705978105235487	622705978105235487
7	C3H8N4	[M + K]+	C3H8KN4+	2,000	2,000	0,000	0	0,000	NaN	NaN	8,238		139,039	79	622706074024775612	622705978105235487	622705978105235487
8	C8H6N	[M + Na]+	C8H6NNa+	-2,605	-2,605	0,000	0	0,000	NaN	NaN	-0,324		139,039	79	622706074024775613	622705978105235487	622705978105235487
9	C4H9N2P	[M + Na]+	C4H9N2NaP+	-3,605	-3,605	0,000	0	0,000	NaN	NaN	-2,559		139,039	79	622706074024775614	622705978105235487	622705978105235487
10	C2H8N3O2S	[M + H]+	C2H9N3O2S+	-4,295	-4,295	0,000	0	0,000	NaN	NaN	-12,940		139,039	79	622706074024775615	622705978105235487	622705978105235487
1	C13H15NO2	[M + H]+	C13H16NO2+	111,976	111,976	0,000	32	0,741	-3,417	5,266	-1,056		218,117	53	622706077455716545	622705978172344358	622705978172344358
2	C11H17NO2	[M + Na]+	C11H17NNaO2+	106,469	106,469	0,000	37	0,822	2,286	5,488	9,973		218,117	53	622706077455716546	622705978172344358	622705978172344358
3	C11H13N4O	[M + H]+	C11H14N4O+	70,514	70,514	0,000	36	0,602	-0,683	5,226	5,100		218,117	53	622706077455716547	622705978172344358	622705978172344358
4	C9H18N2O2P	[M + H]+	C9H19N2O2P+	35,974	35,974	0,000	29	0,709	-4,444	5,489	-2,481		218,117	53	622706077455716548	622705978172344358	622705978172344358
5	C7H20N2O2P	[M + Na]+	C7H20N2NaO2P+	32,193	32,193	0,000	31	0,717	3,942	5,994	8,549		218,117	53	622706077455716549	622705978172344358	622705978172344358
6	C11H19N2	[M + K]+	C11H19KN2+	31,014	31,014	0,000	21	0,317	-3,874	5,261	-3,012		218,117	53	622706077455716550	622705978172344358	622705978172344358
7	C10H17O5	[M + H]+	C10H18O5+	27,182	27,182	0,000	19	0,310	6,378	8,488	11,231		218,117	53	622706077455716551	622705978172344358	622705978172344358
8	C9H11N7	[M + H]+	C9H12N7+	26,242	26,242	0,000	22	0,384	1,451	5,046	11,255		218,117	53	622706077455716552	622705978172344358	622705978172344358
9	C6H19N4OS	[M + Na]+	C6H19N4NaOS+	7,075	7,075	0,000	13	0,274	-6,015	6,015	0,673		218,117	53	622706077455716553	622705978172344358	622705978172344358
1	C11H16N2O2	[M + H]+	C11H17N2O2+	136,164	136,164	0,000	40	0,861	-0,617	4,568	-2,208		209,128	81	622706123660171167	622705978256230449	622705978256230449
2	C9H21O3P	[M + H]+	C9H22O3P+	58,936	58,936	0,000	29	0,708	-7,855	8,687	-10,114		209,128	81	622706123660171168	622705978256230449	622705978256230449
3	C9H20N3	[M + K]+	C9H20KN3+	56,886	56,886	0,000	32	0,714	-0,705	4,568	-4,247		209,128	81	622706123660171169	622705978256230449	622705978256230449
4	C7H19N3O2P	[M + H]+	C7H20N3O2P+	47,516	47,516	0,000	34	0,848	-2,568	3,692	-3,694		209,128	81	622706123660171170	622705978256230449	622705978256230449
5	C10H21NP	[M + Na]+	C10H21NNaP+	19,918	19,918	0,000	22	0,237	-2,851	7,544	-11,426		209,128	81	622706123660171171	622705978256230449	622705978256230449
6	C11H22O	[M + K]+	C11H22KO+	5,159	5,159	0,000	5	0,032	-3,852	6,459	-10,668		209,128	81	622706123660171172	622705978256230449	622705978256230449
7	C14H18	[M + Na]+	C14H18Na+	4,114	4,114	0,000	2	0,020	-2,539	4,126	-9,940		209,128	81	622706123660171173	622705978256230449	622705978256230449
8	C5H17N6OP	[M + H]+	C5H18N6OP+	0,044	0,044	0,000	30	0,725	2,637	5,809	2,727		209,128	81	622706123660171174	622705978256230449	622705978256230449
9	C4H16N8S	[M + H]+	C4H17N8S+	-3,535	-3,535	0,000	5	0,030	-3,200	3,518	-5,487		209,128	81	622706123660171175	622705978256230449	622705978256230449
10	C6H18N5OS	[M + H]+	C6H19N5OS+	-6,164	-6,164	0,000	11	0,119	-1,257	5,806	-11,907		209,128	81	622706123660171176	622705978256230449	622705978256230449
1	C37H42N2O6	[M + H]+	C37H43N2O6+	15,804	15,804	0,000	24	0,824	-0,015	1,027	-0,149		611,311	85	622706376249552292	622705978319145018	622705978319145018
2	C28H44N8O5	[M + K]+	C28H44KN8O5+	15,647	15,647	0,000	22	0,721	7,542	7,542	7,930		611,311	85	622706376249552293	622705978319145018	622705978319145018
3	C32H48N2O7	[M + K]+	C32H48KN2O7+	14,716	14,716	0,000	23	0,820	-0,604	2,599	3,538		611,311	85	622706376249552294	622705978319145018	622705978319145018
4	C35H44N2O6	[M + Na]+	C35H44N2NaO6+	12,615	12,615	0,000	25	0,829	1,271	1,541	3,787		611,311	85	622706376249552295	622705978319145018	622705978319145018
5	C26H42N8O9	[M + H]+	C26H43N8O9+	11,204	11,204	0,000	23	0,725	-0,371	2,357	-5,364		611,311	85	622706376249552296	622705978319145018	622705978319145018
6	C26H48N6O8	[M + K]+	C26H48KN6O8+	9,660	9,660	0,000	22	0,817	-1,887	1,887	-8,258		611,311	85	622706376249552297	622705978319145018	622705978319145018
7	C29H44N6O7	[M + Na]+	C29H44N6NaO7+	9,433	9,433	0,000	20	0,812	-0,015	1,568	-8,009		611,311	85	622706376249552298	622705978319145018	622705978319145018
8	C36H40N6O2	[M + Na]+	C36H40N6NaO2+	7,455	7,455	0,000	35	0,919	0,551	1,284	1,599		611,311	85	622706376249552299	622705978319145018	622705978319145018
9	C38H44N4O	[M + K]+	C38H44KN4O+	5,078	5,078	0,000	23	0,764	-2,175	2,175	-5,231		611,311	85	622706376249552300	622705978319145018	622705978319145018
10	C40H44O4	[M + Na]+	C40H44NaO4+	4,289	4,289	0,000	21	0,142	3,293	4,059	-2,794		611,311	85	622706376249552301	622705978319145018	622705978319145018
1	C18H35NO3	[M + H]+	C18H36NO3+	111,819	111,819	0,000	38	0,830	0,015	0,639	-0,692		314,269	121	622706278656484954	622705978386253890	622705978386253890
2	C16H33N4O2	[M + H]+	C16H34N4O2+	60,130	60,130	0,000	29	0,809	3,525	3,631	3,581		314,269	121	622706278656484955	622705978386253890	622705978386253890
