formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C10H26N4O3S	[M + H]+	C10H27N4O3S+	Amino acids and Peptides	0,419	Histidine alkaloids	0,290	Imidazole alkaloids	0,290	Organosulfur compounds	0,952	Sulfonyls	0,546					Sulfonyls	0,546	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Dialkylamines; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	283,181	504	585823087786891313	585822187508887219	25
1	C21H24N2O2	[M + H]+	C21H25N2O2+	Alkaloids	1,000	Tryptophan alkaloids	1,000	Aspidosperma type	0,870	Alkaloids and derivatives	0,974	Aspidospermatan-type alkaloids	0,571					Aspidospermatan-type alkaloids	0,571	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Carbazoles; Indoles and derivatives; Pyrrolidines; Indolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Enamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Secondary amines; Tertiary amines; Secondary alkylarylamines; Aspidospermatan-type alkaloids; Methyl esters; N-alkylpyrrolidines; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	337,191	510	585823035072875740	585822187617939128	26
1	C9H11N4O2	[M + H]+	C9H12N4O2+	Alkaloids	0,970	Pseudoalkaloids (transamidation)	0,425	Purine alkaloids	0,724	Organic oxygen compounds	0,999	Organooxygen compounds	0,996	Ethers	0,594	Alkyl aryl ethers	0,505	Alkyl aryl ethers	0,505	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208,097	515	585823039778885049	585822187756351165	27
1	C21H24N2O5	[M + H]+	C21H25N2O5+	Alkaloids	1,000	Tryptophan alkaloids	0,999	Corynanthe type	0,989	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,999	Amino acids, peptides, and analogues	0,966	Amino acids and derivatives	0,965	Amino acids and derivatives	0,965	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Piperidines; Indoles and derivatives; Pyrrolidines; Indolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Methyl esters; N-alkylpyrrolidines; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	385,176	518	585823143428531015	585822187886374594	30
1	C10H9N	[M + H]+	C10H10N+	Alkaloids	0,994	Tryptophan alkaloids	0,857	Pyridine alkaloids	0,249	Organoheterocyclic compounds	0,815	Quinolines and derivatives	0,548					Quinolines and derivatives	0,548	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Quinolines and derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	144,080	523	585823116454960992	585822188008009415	31
1	C18H31N5O4	[M + H]+	C18H32N5O4+	Amino acids and Peptides	0,497	Small peptides	0,301	Dipeptides	0,052	Organic acids and derivatives	0,890	Carboxylic acids and derivatives	0,808	Amino acids, peptides, and analogues	0,698	Amino acids and derivatives	0,694	Amino acids and derivatives	0,694	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382,248	526	585823021089065555	585822188129644236	34
1	C13H24N6O2	[M + H]+	C13H25N6O2+	Alkaloids	0,724	Small peptides	0,759	Dipeptides	0,178	Organic acids and derivatives	0,850	Carboxylic acids and derivatives	0,770	Amino acids, peptides, and analogues	0,685	Amino acids and derivatives	0,681	Alpha amino acids and derivatives	0,553	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	297,204	536	585823033281907842	585822188259667665	36
1	C16H24NO3	[M + H]+	C16H25NO3+	Alkaloids	0,994	Tryptophan alkaloids	0,332	Terpenoid alkaloids	0,114	Organic acids and derivatives	0,647	Carboxylic acids and derivatives	0,712	Amino acids, peptides, and analogues	0,699	Amino acids and derivatives	0,699	Amino acids and derivatives	0,699	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Piperidines; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	279,185	542	585823098708859615	585822188666515168	40
1	C11H28N4O2S	[M + H]+	C11H29N4O2S+	Alkaloids	0,749	Ornithine alkaloids	0,399	Polyamines	0,171	Organoheterocyclic compounds	0,770	Azacyclic compounds	0,674					Azacyclic compounds	0,674	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Amines; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281,201	542	585823044908519055	585822188771372773	41
1	C25H39NO4	[M + H]+	C25H40NO4+	Alkaloids	0,839	Pseudoalkaloids (transamidation)	0,634	Cytochalasan alkaloids	0,167	Organic acids and derivatives	0,851	Carboxylic acids and derivatives	0,758	Carboxylic acid derivatives	0,762	Carboxylic acid esters	0,550	Carboxylic acid esters	0,550	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	418,297	542	585823077565371765	585822188855258858	43
1	C27H48N8O7	[M + H]+	C27H49N8O7+	Amino acids and Peptides	0,999	Oligopeptides	0,989	Linear peptides	0,416	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,997	Amino acids, peptides, and analogues	0,996	Peptides	0,968	Oligopeptides	0,797	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	597,371	542	585823096100002389	585822188955922159	45
1	C16H26NO5	[M + H]+	C16H27NO5+	Alkaloids	0,979	Lysine alkaloids	0,344	Piperidine alkaloids	0,180	Organic acids and derivatives	0,887	Carboxylic acids and derivatives	0,848	Carboxylic acid derivatives	0,779	Carboxylic acid esters	0,662	Carboxylic acid esters	0,662	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	313,191	544	585823003145832324	585822189069168372	46
1	C9H19N4O	[M + H]+	C9H20N4O+	Alkaloids	0,815	Pseudoalkaloids (transamidation)	0,244	Imidazole alkaloids	0,084	Organoheterocyclic compounds	0,924	Heteroaromatic compounds	0,851					Heteroaromatic compounds	0,851	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200,164	566	585822983424214172	585822189283077886	51
1	C18H24N5O2	[M + H]+	C18H25N5O2+	Alkaloids	0,973	Tryptophan alkaloids	0,725	Carboline alkaloids	0,614	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Ethers	0,530	Alkyl aryl ethers	0,693	Alkyl aryl ethers	0,693	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Piperidines; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzenoids; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343,201	574	585823077221438791	585822189425684227	54
1	C17H24N2O4S	[M + H]+	C17H25N2O4S+	Amino acids and Peptides	0,542	β-lactams	0,110	Penicillins	0,102	Organoheterocyclic compounds	0,910	Azolidines	0,485	Thiazolidines	0,565			Thiazolidines	0,565	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353,151	577	585823004873885657	585822189526347528	57
1	C18H26NO5	[M + H]+	C18H27NO5+	Alkaloids	0,999	Tyrosine alkaloids	0,258	Stemona alkaloids	0,125	Organic acids and derivatives	0,921	Carboxylic acids and derivatives	0,910	Amino acids, peptides, and analogues	0,818	Amino acids and derivatives	0,818	Amino acids and derivatives	0,818	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Piperidines; Indoles and derivatives; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	337,191	580	585823000021075715	585822189618622221	59
1	C15H32N4O7S	[M + H]+	C15H33N4O7S+	Amino acids and Peptides	0,767	Small peptides	0,536	Tripeptides	0,209	Organic acids and derivatives	0,993	Carboxylic acids and derivatives	0,991	Amino acids, peptides, and analogues	0,985	Peptides	0,803	Peptides	0,803	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Secondary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	413,207	580	585823131474764136	585822189715091218	60
1	C9H11N4O2	[M + H]+	C9H12N4O2+	Alkaloids	0,955	Histidine alkaloids	0,115	Imidazole alkaloids	0,114	Organoheterocyclic compounds	0,975	Azoles	0,560					Azoles	0,560	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208,097	587	585823076252554507	585822189811560215	62
1	C15H18N2O	[M + H]+	C15H19N2O+	Alkaloids	0,997	Tryptophan alkaloids	0,995	Simple indole alkaloids	0,823	Organoheterocyclic compounds	0,999	Indoles and derivatives	0,993	Indoles	0,988	3-alkylindoles	0,966	3-alkylindoles	0,966	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Substituted pyrroles; Benzenoids; Amines; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	243,149	587	585823114252951151	585822189903834908	63
1	C15H28N3O3S	[M + H]+	C15H29N3O3S+	Alkaloids	0,356	Histidine alkaloids	0,691	Imidazole alkaloids	0,692	Organosulfur compounds	0,944	Thioethers	0,420	Dialkylthioethers	0,559			Dialkylthioethers	0,559	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	331,192	589	585823119432916986	585822190017081121	68
1	C30H48N10O7	[M + H]+	C30H49N10O7+	Amino acids and Peptides	0,993	Oligopeptides	0,997	Cyclic peptides	0,586	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,994	Amino acids, peptides, and analogues	0,994	Peptides	0,749	Peptides	0,749	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	661,374	589	585823144858788749	585822190109355814	69
1	C21H26N2O4	[M + H]+	C21H27N2O4+	Alkaloids	1,000	Tryptophan alkaloids	0,998	Corynanthe type	0,749	Alkaloids and derivatives	0,858	Gelsemium alkaloids	0,512					Gelsemium alkaloids	0,512	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Piperidines; Indoles and derivatives; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Methyl esters; N-alkylpyrrolidines; Gelsemium alkaloids; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	371,196	592	585823031159589953	585822190222602027	73
1	C9H14O3	[M + H]+	C9H15O3+	Fatty acids	0,932	Fatty Acids and Conjugates	0,820	Oxo fatty acids	0,527	Lipids and lipid-like molecules	0,640	Fatty Acyls	0,568	Fatty acids and conjugates	0,616			Fatty acids and conjugates	0,616	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	171,101	600	585823111287578071	585822190331653936	78
1	C13H30NO5S	[M + H]+	C13H31NO5S+	Amino acids and Peptides	0,500	Small peptides	0,290	Menthane monoterpenoids	0,140	Lipids and lipid-like molecules	0,534	Fatty Acyls	0,510					Fatty Acyls	0,510	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	313,191	600	585823128731689238	585822190444900149	79
