formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C21H22O6	[M + H]+	C21H23O6+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Dibenzylbutyrolactone lignans	0,995	Lignans, neolignans and related compounds	0,990	Furanoid lignans	0,990	Tetrahydrofuran lignans	0,959	9,9'-epoxylignans	0,990	Dibenzylbutyrolactone lignans	0,991	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; 9,9'-epoxylignans; Furanoid lignans; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	371,149	1338	625965196966211068	625964166736090998	11
2	C9H8O4	[M + H]+	C9H9O4+	Shikimates and Phenylpropanoids	0,970	Phenylpropanoids (C6-C3)	0,981	Cinnamic acids and derivatives	0,986	Phenylpropanoids and polyketides	0,958	Cinnamic acids and derivatives	0,914	Hydroxycinnamic acids and derivatives	0,942	Coumaric acids and derivatives	0,920	Coumaric acids and derivatives	0,920	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	181,050	1338	625965206084628240	625964166950000507	12
1	C8H10N4O2	[M + H]+	C8H11N4O2+	Alkaloids	0,999	Pseudoalkaloids (transamidation)	1,000	Purine alkaloids	1,000	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,999	Purines and purine derivatives	0,999	Xanthines	0,999	Xanthines	0,999	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	195,088	1338	625965132059355466	625964167147132800	13
1	C22H26N4	[M + H]+	C22H27N4+	Alkaloids	0,998	Tryptophan alkaloids	0,963	Corynanthe type	0,523	Organoheterocyclic compounds	0,999	Diazanaphthalenes	0,384	Naphthyridines	0,507			Naphthyridines	0,507	Organic compounds; Organoheterocyclic compounds; Piperidines; Indoles and derivatives; Organonitrogen compounds; Naphthyridines; Benzenoids; Amines; Secondary amines; Tertiary amines; Secondary alkylarylamines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	347,223	1338	625965023338799128	625964167361042309	14
2	C24H26N6O2	[M + H]+	C24H27N6O2+	Alkaloids	0,808	Tryptophan alkaloids	0,089	Carboline alkaloids	0,033	Organic acids and derivatives	0,988	Carboxylic acids and derivatives	0,980	Amino acids, peptides, and analogues	0,581	Amino acids and derivatives	0,583	Amino acids and derivatives	0,583	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; N-acylpiperidines; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	431,217	1338	625965029860941981	625964167587534730	15
1	C24H32N2O5	[M + H]+	C24H33N2O5+	Alkaloids	0,916	Peptide alkaloids	0,059	Indole diketopiperazine alkaloids (L-Trp, L-Pro)	0,048	Organic acids and derivatives	0,947	Carboxylic acids and derivatives	0,960	Amino acids, peptides, and analogues	0,822	Amino acids and derivatives	0,823	Amino acids and derivatives	0,823	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	429,238	1338	625965045988041527	625964167793055631	16
1	C14H9NO2	[M + H]+	C14H10NO2+	Polyketides	0,958	Polycyclic aromatic polyketides	0,971	Anthraquinones and anthrones	0,982	Benzenoids	0,987	Anthracenes	0,795	Anthraquinones	0,571			Anthraquinones	0,571	Organic compounds; Organoheterocyclic compounds; Anthracenes; Pyridines and derivatives; Ketones; Anthraquinones; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224,071	1338	625965249432760875	625964167965022100	17
2	C21H34N2	[M + H]+	C21H35N2+	Alkaloids	1,000	Pseudoalkaloids (transamidation)	1,000	Steroidal alkaloids	1,000	Lipids and lipid-like molecules	0,979	Steroids and steroid derivatives	0,992	Steroidal alkaloids	0,995	Conanine-type alkaloids	0,999	Conanine-type alkaloids	0,999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Azaspirodecane derivatives; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Azasteroids and derivatives; Amines; Tertiary amines; Steroidal alkaloids; Conanine-type alkaloids; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	315,279	1338	625965218797563911	625964168166348697	18
2	C24H40N2	[M + H]+	C24H41N2+	Alkaloids	1,000	Pseudoalkaloids (transamidation)	1,000	Steroidal alkaloids	1,000	Lipids and lipid-like molecules	0,991	Steroids and steroid derivatives	0,999	Steroidal alkaloids	1,000	Conanine-type alkaloids	1,000	Conanine-type alkaloids	1,000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Azaspirodecane derivatives; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Azasteroids and derivatives; Amines; Tertiary amines; Steroidal alkaloids; Conanine-type alkaloids; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	357,326	1338	625965095002679035	625964168346703774	19
2	C22H36N2	[M + H]+	C22H37N2+	Alkaloids	1,000	Pseudoalkaloids (transamidation)	1,000	Steroidal alkaloids	1,000	Lipids and lipid-like molecules	0,974	Steroids and steroid derivatives	0,993	Steroidal alkaloids	0,996	Conanine-type alkaloids	0,999	Conanine-type alkaloids	0,999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Azaspirodecane derivatives; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Azasteroids and derivatives; Amines; Tertiary amines; Steroidal alkaloids; Conanine-type alkaloids; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	329,296	1338	625965056146646130	625964168556418979	20
1	C11H13NO3	[M + H]+	C11H14NO3+	Alkaloids	0,999	Tyrosine alkaloids	0,909	Isoindole alkaloids	0,051	Organoheterocyclic compounds	0,983	Isoquinolines and derivatives	0,795	Isoquinolones and derivatives	0,881			Isoquinolones and derivatives	0,881	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Isoquinolones and derivatives; Phenol ethers; Benzenoids; Isoquinolines and derivatives; Tetrahydroisoquinolines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208,097	1338	625965039755305510	625964168761939880	21
1	C15H10O6	[M + H]+	C15H11O6+	Shikimates and Phenylpropanoids	0,999	Flavonoids	0,992	Flavonols	0,929	Phenylpropanoids and polyketides	0,986	Flavonoids	0,970	Flavones	0,929	Flavonols	0,888	Flavonols	0,888	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Catechols; Chromones; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Flavones; Benzene and substituted derivatives; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	287,055	1338	625965298871022871	625964168925517741	22
1	C33H42N6O6	[M + H]+	C33H43N6O6+	Amino acids and Peptides	0,999	Oligopeptides	0,995	Cyclic peptides	0,963	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,991	Peptides	0,908	Oligopeptides	0,754	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	619,324	1338	625965205631643362	625964169080706994	23
1	C23H23N3O3	[M + H]+	C23H24N3O3+	Amino acids and Peptides	0,547	Tryptophan alkaloids	0,271	Carboline alkaloids	0,130	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,989	Amino acids, peptides, and analogues	0,772	Amino acids and derivatives	0,766	N-acyl-alpha amino acids and derivatives	0,582	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzene and substituted derivatives; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390,181	1338	625965169216695464	625964169240090551	24
1	C11H14N2O	[M + H]+	C11H15N2O+	Alkaloids	1,000	Nicotinic acid alkaloids	0,998	Pyridine alkaloids	0,998	Alkaloids and derivatives	0,945	Lupin alkaloids	0,950	Cytisine and derivatives	0,983			Cytisine and derivatives	0,983	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Lactams; Piperidines; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Pyridinones; Hydropyridines; Dialkylamines; Amines; Secondary amines; Lupin alkaloids; Cytisine and derivatives; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191,118	1338	625965048085193647	625964169403668412	25
1	C16H12O4	[M + H]+	C16H13O4+	Polyketides	0,960	Polycyclic aromatic polyketides	0,959	Anthraquinones and anthrones	0,980	Benzenoids	1,000	Anthracenes	0,941	Anthraquinones	0,927			Anthraquinones	0,927	Organic compounds; Anthracenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Anthraquinones; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	269,081	1338	625965155123833676	625964169579829185	26
1	C13H18O3	[M + H]+	C13H19O3+	Terpenoids	0,881	Sesquiterpenoids	0,530	Apocarotenoids(ε-)	0,101	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,953	Ketones	0,829	Cyclohexenones	0,525	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	223,133	1338	625965213030395834	625964169755989958	27
1	C21H37N	[M + H]+	C21H38N+	Terpenoids	0,804	Diterpenoids	0,752	Cycloamphilectane diterpenoids	0,205	Lipids and lipid-like molecules	0,912	Prenol lipids	0,773					Prenol lipids	0,773	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	304,300	1338	625965224480845976	625964169961510859	28
2	C22H22O7	[M + H]+	C22H23O7+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Arylnaphthalene and aryltetralin lignans	0,999	Lignans, neolignans and related compounds	0,993	Lignan lactones	0,971	Podophyllotoxins	0,501			Podophyllotoxins	0,501	Organic compounds; Organoheterocyclic compounds; Podophyllotoxins; Tetralins; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Naphthofurans; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Aryltetralin lignans; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Furanonaphthodioxoles; Chemical entities	399,143	1338	625965241807516030	625964170116700112	29
1	C23H34O5	[M + H]+	C23H35O5+	Terpenoids	1,000	Steroids	1,000	Cardenolides	0,999	Lipids and lipid-like molecules	0,990	Steroids and steroid derivatives	0,998	Steroid lactones	0,986	Cardenolides and derivatives	0,966	Cardenolides and derivatives	0,966	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; 3-hydroxysteroids; 3-beta-hydroxysteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	391,248	1338	625965061666350351	625964170330609621	30
2	C10H15N5	[M + H]+	C10H16N5+	Alkaloids	0,998	Pseudoalkaloids (transamidation)	0,997	Purine alkaloids	0,998	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,987	Purines and purine derivatives	0,986	6-aminopurines	0,935	6-alkylaminopurines	0,773	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	206,140	1338	625965179853450531	625964170494187482	31
1	C15H21N3O2	[M + H]+	C15H22N3O2+	Alkaloids	1,000	Tryptophan alkaloids	0,999	Pyrroloindole alkaloids	1,000	Organic acids and derivatives	0,995	Carboxylic acids and derivatives	0,981	Amino acids, peptides, and analogues	0,988	Amino acids and derivatives	0,988	Carbamate esters	0,998	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carbamate esters; Pyrroloindoles; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Indoles; N-alkylpyrrolidines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	276,171	1338	625965044893328097	625964170703902687	32
1	C21H35NO	[M + H]+	C21H36NO+	Terpenoids	0,567	Diterpenoids	0,679	Primary amides	0,715	Lipids and lipid-like molecules	0,931	Prenol lipids	0,550	Diterpenoids	0,544			Diterpenoids	0,544	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diterpenoids; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318,279	1338	625965059997017320	625964170901034980	33
1	C20H24O9	[M + H]+	C20H25O9+	Terpenoids	0,986	Triterpenoids	0,801	Quassinoids	0,846	Lipids and lipid-like molecules	0,865	Prenol lipids	0,858	Terpene lactones	0,937	Diterpene lactones	0,798	Diterpene lactones	0,798	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Tricarboxylic acids and derivatives; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	409,150	1338	625965092007945905	625964171135916009	34
